X,CH1,
Second,Volt,
2.3398399e-03,1.18400e+01,
2.3398499e-03,1.20400e+01,
2.3398600e-03,1.21400e+01,
2.3398700e-03,1.21400e+01,
2.3398800e-03,1.20400e+01,
2.3398900e-03,1.18800e+01,
2.3399000e-03,1.16800e+01,
2.3399100e-03,1.14400e+01,
2.3399200e-03,1.11800e+01,
2.3399300e-03,1.10000e+01,
2.3399401e-03,1.09200e+01,
2.3399501e-03,1.10000e+01,
2.3399601e-03,1.11400e+01,
2.3399701e-03,1.13200e+01,
2.3399801e-03,1.14800e+01,
2.3399901e-03,1.17000e+01,
2.3399999e-03,1.19800e+01,
2.3400099e-03,1.21600e+01,
2.3400199e-03,1.21800e+01,
2.3400299e-03,1.21400e+01,
2.3400399e-03,1.20000e+01,
2.3400499e-03,1.17800e+01,
2.3400600e-03,1.15200e+01,
2.3400700e-03,1.12800e+01,
2.3400800e-03,1.10200e+01,
2.3400900e-03,1.08800e+01,
2.3401000e-03,1.09200e+01,
2.3401100e-03,1.10400e+01,
2.3401200e-03,1.12000e+01,
2.3401300e-03,1.14400e+01,
2.3401401e-03,1.16400e+01,
2.3401501e-03,1.18600e+01,
2.3401601e-03,1.20800e+01,
2.3401701e-03,1.21800e+01,
2.3401801e-03,1.21800e+01,
2.3401901e-03,1.21000e+01,
2.3401999e-03,1.19200e+01,
2.3402099e-03,1.16800e+01,
2.3402199e-03,1.14000e+01,
2.3402299e-03,1.11200e+01,
2.3402399e-03,1.09200e+01,
2.3402500e-03,1.08400e+01,
2.3402600e-03,1.09400e+01,
2.3402700e-03,1.11200e+01,
2.3402800e-03,1.13400e+01,
2.3402900e-03,1.15200e+01,
2.3403000e-03,1.17400e+01,
2.3403100e-03,1.19800e+01,
2.3403200e-03,1.21800e+01,
2.3403300e-03,1.22400e+01,
2.3403401e-03,1.21800e+01,
2.3403501e-03,1.20200e+01,
2.3403601e-03,1.18000e+01,
2.3403701e-03,1.15200e+01,
2.3403801e-03,1.12400e+01,
2.3403901e-03,1.10000e+01,
2.3403999e-03,1.08400e+01,
2.3404099e-03,1.08600e+01,
2.3404199e-03,1.10200e+01,
2.3404299e-03,1.12400e+01,
2.3404399e-03,1.14800e+01,
2.3404500e-03,1.16600e+01,
2.3404600e-03,1.18800e+01,
2.3404700e-03,1.21200e+01,
2.3404800e-03,1.22600e+01,
2.3404900e-03,1.22400e+01,
2.3405000e-03,1.21000e+01,
2.3405100e-03,1.19000e+01,
2.3405200e-03,1.16200e+01,
2.3405300e-03,1.13600e+01,
2.3405401e-03,1.10400e+01,
2.3405501e-03,1.08800e+01,
2.3405601e-03,1.08000e+01,
2.3405701e-03,1.09200e+01,
2.3405801e-03,1.11600e+01,
2.3405901e-03,1.14200e+01,
2.3405999e-03,1.16000e+01,
2.3406099e-03,1.17600e+01,
2.3406199e-03,1.20000e+01,
2.3406299e-03,1.22000e+01,
2.3406399e-03,1.22600e+01,
2.3406500e-03,1.21800e+01,
2.3406600e-03,1.20000e+01,
2.3406700e-03,1.17600e+01,
2.3406800e-03,1.14800e+01,
2.3406900e-03,1.11800e+01,
2.3407000e-03,1.09400e+01,
2.3407100e-03,1.08000e+01,
2.3407200e-03,1.08400e+01,
2.3407300e-03,1.10400e+01,
2.3407401e-03,1.13200e+01,
2.3407501e-03,1.15400e+01,
2.3407601e-03,1.16800e+01,
2.3407701e-03,1.18600e+01,
2.3407801e-03,1.21400e+01,
2.3407899e-03,1.22600e+01,
2.3407999e-03,1.22600e+01,
2.3408099e-03,1.21000e+01,
2.3408199e-03,1.18800e+01,
2.3408299e-03,1.16000e+01,
2.3408399e-03,1.12800e+01,
2.3408500e-03,1.10000e+01,
2.3408600e-03,1.08200e+01,
2.3408700e-03,1.07800e+01,
2.3408800e-03,1.09200e+01,
2.3408900e-03,1.12200e+01,
2.3409000e-03,1.15200e+01,
2.3409100e-03,1.16800e+01,
2.3409200e-03,1.17800e+01,
2.3409300e-03,1.20000e+01,
2.3409401e-03,1.22400e+01,
2.3409501e-03,1.23000e+01,
2.3409601e-03,1.21800e+01,
2.3409701e-03,1.19800e+01,
2.3409801e-03,1.17000e+01,
2.3409899e-03,1.14000e+01,
2.3409999e-03,1.11200e+01,
2.3410099e-03,1.08800e+01,
2.3410199e-03,1.07600e+01,
2.3410299e-03,1.08400e+01,
2.3410399e-03,1.11000e+01,
2.3410500e-03,1.14200e+01,
2.3410600e-03,1.16400e+01,
2.3410700e-03,1.17000e+01,
2.3410800e-03,1.19000e+01,
2.3410900e-03,1.21400e+01,
2.3411000e-03,1.22600e+01,
2.3411100e-03,1.22600e+01,
2.3411200e-03,1.20600e+01,
2.3411300e-03,1.18000e+01,
2.3411401e-03,1.15200e+01,
2.3411501e-03,1.12400e+01,
2.3411601e-03,1.09600e+01,
2.3411701e-03,1.08000e+01,
2.3411801e-03,1.07800e+01,
2.3411899e-03,1.09800e+01,
2.3411999e-03,1.12800e+01,
2.3412099e-03,1.16000e+01,
2.3412199e-03,1.16800e+01,
2.3412299e-03,1.18200e+01,
2.3412399e-03,1.20600e+01,
2.3412500e-03,1.22600e+01,
2.3412600e-03,1.23000e+01,
2.3412700e-03,1.21600e+01,
2.3412800e-03,1.19200e+01,
2.3412900e-03,1.16200e+01,
2.3413000e-03,1.13400e+01,
2.3413100e-03,1.10400e+01,
2.3413200e-03,1.08400e+01,
2.3413301e-03,1.07600e+01,
2.3413401e-03,1.08800e+01,
2.3413501e-03,1.11800e+01,
2.3413601e-03,1.15200e+01,
2.3413701e-03,1.16800e+01,
2.3413801e-03,1.17200e+01,
2.3413899e-03,1.19400e+01,
2.3413999e-03,1.21800e+01,
2.3414099e-03,1.23000e+01,
2.3414199e-03,1.22200e+01,
2.3414299e-03,1.20000e+01,
2.3414399e-03,1.17400e+01,
2.3414500e-03,1.14400e+01,
2.3414600e-03,1.11600e+01,
2.3414700e-03,1.08800e+01,
2.3414800e-03,1.07800e+01,
2.3414900e-03,1.08000e+01,
2.3415000e-03,1.10400e+01,
2.3415100e-03,1.14000e+01,
2.3415200e-03,1.16800e+01,
2.3415301e-03,1.17000e+01,
2.3415401e-03,1.18400e+01,
2.3415501e-03,1.21000e+01,
2.3415601e-03,1.22600e+01,
2.3415701e-03,1.23000e+01,
2.3415801e-03,1.21000e+01,
2.3415899e-03,1.19000e+01,
2.3415999e-03,1.15600e+01,
2.3416099e-03,1.12600e+01,
2.3416199e-03,1.09600e+01,
2.3416299e-03,1.07800e+01,
2.3416399e-03,1.07400e+01,
2.3416500e-03,1.09200e+01,
2.3416600e-03,1.12600e+01,
2.3416700e-03,1.16200e+01,
2.3416800e-03,1.17400e+01,
2.3416900e-03,1.17600e+01,
2.3417000e-03,1.19800e+01,
2.3417100e-03,1.22000e+01,
2.3417200e-03,1.23000e+01,
2.3417301e-03,1.21800e+01,
2.3417401e-03,1.19600e+01,
2.3417501e-03,1.16800e+01,
2.3417601e-03,1.13600e+01,
2.3417701e-03,1.10800e+01,
2.3417801e-03,1.08600e+01,
2.3417899e-03,1.07600e+01,
2.3417999e-03,1.08400e+01,
2.3418099e-03,1.11200e+01,
2.3418199e-03,1.15200e+01,
2.3418299e-03,1.17200e+01,
2.3418400e-03,1.17200e+01,
2.3418500e-03,1.19000e+01,
2.3418600e-03,1.21400e+01,
2.3418700e-03,1.22600e+01,
