X,CH1,
2.3427601e-03,1.20200e+01,
2.3427999e-03,1.22800e+01,
2.3428400e-03,1.08400e+01,
2.3428800e-03,1.07800e+01,
2.3429201e-03,1.21600e+01,
2.3429601e-03,1.22800e+01,
2.3429999e-03,1.07600e+01,
2.3430400e-03,1.08400e+01,
2.3430800e-03,1.22400e+01,
2.3431201e-03,1.22400e+01,
2.3431601e-03,1.08000e+01,
2.3431999e-03,1.09400e+01,
2.3432400e-03,1.22800e+01,
2.3432800e-03,1.21600e+01,
2.3433201e-03,1.07600e+01,
2.3433601e-03,1.11200e+01,
2.3433999e-03,1.22800e+01,
2.3434400e-03,1.20200e+01,
2.3434800e-03,1.08000e+01,
2.3435201e-03,1.13600e+01,
2.3435601e-03,1.22800e+01,
2.3435999e-03,1.18800e+01,
2.3436400e-03,1.07600e+01,
2.3436800e-03,1.15600e+01,
2.3437201e-03,1.22800e+01,
2.3437601e-03,1.17000e+01,
2.3437999e-03,1.07800e+01,
2.3438400e-03,1.17000e+01,
2.3438800e-03,1.22600e+01,
2.3439201e-03,1.08000e+01,
2.3439601e-03,1.16200e+01,
2.3439999e-03,1.22800e+01,
2.3440400e-03,1.16400e+01,
2.3440800e-03,1.07600e+01,
2.3441201e-03,1.17200e+01,
2.3441601e-03,1.22800e+01,
2.3441999e-03,1.14800e+01,
2.3442400e-03,1.08000e+01,
2.3442800e-03,1.17200e+01,
2.3443201e-03,1.22600e+01,
2.3443601e-03,1.13000e+01,
2.3443999e-03,1.08000e+01,
2.3444400e-03,1.18000e+01,
2.3444800e-03,1.22800e+01,
2.3445201e-03,1.11000e+01,
2.3445601e-03,1.08000e+01,
2.3445999e-03,1.19200e+01,
2.3446400e-03,1.22600e+01,
2.3446800e-03,1.09600e+01,
2.3447201e-03,1.08200e+01,
2.3447601e-03,1.20400e+01,
2.3447999e-03,1.22600e+01,
2.3448400e-03,1.08600e+01,
2.3448800e-03,1.08000e+01,
2.3449201e-03,1.22000e+01,
